id_cliente,idade,nivel_educacao,geracao,possui_parceiro,qts_criancas,responde_campanha,salario_anual,salario_mensal,preferência,n_compras,ultima_compra,total_gasto,produto_mais_compra,,R,F,M,,R_SCORE,F_SCORE,M_SCORE,MÉDIA_F_M,SEGMENTAÇÃO
2937,51,Posgrado,Geração X,NÂO,1,NÃO,"$68.352,00","$5.696,00",loja física,17,2022-11-04,"$871,00",VINHO,,57,17,"$871,00",,3,4,3,"3,5",Promissores
9701,37,Grado o superior,Millennials,SIM,1,NÃO,"$41.883,00","$3.490,25",loja online,7,2022-03-30,"$312,00",OUTROS,,270,7,"$312,00",,1,2,2,2,Precisam de Atenção
9949,49,Grado o superior,Geração X,SIM,2,NÃO,"$59.809,00","$4.984,08",loja física,9,2022-09-19,"$877,00",VINHO,,102,9,"$877,00",,3,2,3,"2,5",Promissores
10837,50,Grado o superior,Geração X,SIM,1,SIM,"$23.957,00","$1.996,42",loja física,5,2022-05-13,"$68,00",PEIXES,,228,5,"$68,00",,2,1,1,1,Hibernando
3120,44,Grado o superior,Millennials,SIM,1,NÃO,"$38.547,00","$3.212,25",loja física,3,2021-11-15,"$22,00",CARNES,,406,3,"$22,00",,1,1,1,1,Hibernando
5885,52,Secundaria,Geração X,SIM,3,NÃO,"$35.688,00","$2.974,00",loja online,8,2021-12-02,"$211,00",CARNES,,389,8,"$211,00",,1,2,2,2,Precisam de Atenção
4050,59,Posgrado,Geração X,SIM,0,NÃO,"$49.605,00","$4.133,75",loja física,6,2022-12-23,"$127,00",VINHO,,8,6,"$127,00",,4,2,2,2,Potenciais de Ouro
3830,72,Posgrado,Baby Boomers,SIM,2,NÃO,"$59.354,00","$4.946,17",loja física,11,2022-12-23,"$459,00",VINHO,,8,11,"$459,00",,4,3,3,3,Potenciais de Ouro
7987,56,Grado o superior,Geração X,SIM,1,NÃO,"$65.747,00","$5.478,92",loja online,14,2022-12-31,"$460,00",VINHO,,0,14,"$460,00",,4,3,3,3,Potenciais de Ouro
7798,53,Secundaria,Geração X,SIM,1,NÃO,"$46.344,00","$3.862,00",loja online,12,2022-08-22,"$429,00",VINHO,,129,12,"$429,00",,3,3,3,3,Promissores
92,37,Grado o superior,Millennials,NÂO,1,NÃO,"$34.176,00","$2.848,00",loja física,7,2022-12-06,"$89,00",CARNES,,25,7,"$89,00",,4,2,2,2,Potenciais de Ouro
7055,73,Posgrado,Baby Boomers,SIM,1,NÃO,"$61.010,00","$5.084,17",loja física,19,2022-06-19,"$1.021,00",VINHO,,192,19,"$1.021,00",,2,4,3,"3,5",Precisam de Atenção
10240,76,Grado o superior,Baby Boomers,SIM,0,SIM,"$69.372,00","$5.781,00",loja online,16,2022-11-08,"$1.381,00",VINHO,,53,16,"$1.381,00",,4,4,4,4,Leais de Ouro
3025,67,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$49.967,00","$4.163,92",loja online,11,2022-03-10,"$306,00",VINHO,,291,11,"$306,00",,1,3,2,"2,5",Precisam de Atenção
9970,48,Grado o superior,Geração X,SIM,1,NÃO,"$55.375,00","$4.614,58",loja física,7,2022-11-27,"$162,00",CARNES,,34,7,"$162,00",,4,2,2,2,Potenciais de Ouro
2730,70,Grado o superior,Baby Boomers,NÂO,0,NÃO,"$80.317,00","$6.693,08",loja física,13,2022-06-15,"$1.231,00",VINHO,,196,13,"$1.231,00",,2,3,4,"3,5",Precisam de Atenção
2795,67,Posgrado,Baby Boomers,NÂO,3,NÃO,"$30.523,00","$2.543,58",loja física,3,2022-03-09,"$13,00",VINHO,,292,3,"$13,00",,1,1,1,1,Hibernando
9260,80,Posgrado,Pré-Boomers,SIM,0,NÃO,"$70.356,00","$5.863,00",loja online,19,2022-11-01,"$1.706,00",VINHO,,60,19,"$1.706,00",,3,4,4,4,Promissores
8182,41,Grado o superior,Millennials,SIM,1,NÃO,"$23.228,00","$1.935,67",loja física,7,2022-11-08,"$121,00",VINHO,,53,7,"$121,00",,4,2,2,2,Potenciais de Ouro
10095,50,Posgrado,Geração X,NÂO,0,NÃO,"$74.165,00","$6.180,42",loja física,15,2022-10-16,"$1.293,00",VINHO,,75,15,"$1.293,00",,3,4,4,4,Promissores
4370,59,Grado o superior,Geração X,SIM,3,NÃO,"$43.482,00","$3.623,50",loja física,6,2022-08-25,"$88,00",CARNES,,126,6,"$88,00",,3,2,2,2,Promissores
10573,72,Grado o superior,Baby Boomers,NÂO,0,NÃO,"$62.551,00","$5.212,58",loja online,10,2022-12-08,"$421,00",PEIXES,,23,10,"$421,00",,4,2,3,"2,5",Potenciais de Ouro
3712,66,Grado o superior,Baby Boomers,NÂO,0,NÃO,"$52.332,00","$4.361,00",loja física,9,2022-03-01,"$259,00",VINHO,,300,9,"$259,00",,1,2,2,2,Precisam de Atenção
6637,37,Grado o superior,Millennials,NÂO,0,NÃO,"$66.951,00","$5.579,25",loja física,10,2022-12-24,"$1.117,00",CARNES,,7,10,"$1.117,00",,4,2,4,3,Potenciais de Ouro
3152,68,Grado o superior,Baby Boomers,SIM,2,NÃO,"$26.091,00","$2.174,25",loja física,5,2022-11-28,"$89,00",OUTROS,,33,5,"$89,00",,4,1,2,"1,5",Recém-Chegados
5610,60,Grado o superior,Geração X,SIM,2,NÃO,"$33.456,00","$2.788,00",loja física,4,2022-11-07,"$36,00",CARNES,,54,4,"$36,00",,4,1,1,1,Recém-Chegados
6460,43,Grado o superior,Millennials,SIM,1,NÃO,"$28.718,00","$2.393,17",loja física,5,2022-04-11,"$57,00",OUTROS,,260,5,"$57,00",,1,1,1,1,Hibernando
1349,55,Grado o superior,Geração X,SIM,2,NÃO,"$50.447,00","$4.203,92",loja online,6,2022-11-21,"$148,00",VINHO,,40,6,"$148,00",,4,2,2,2,Potenciais de Ouro
1880,66,Posgrado,Baby Boomers,SIM,2,NÃO,"$53.537,00","$4.461,42",loja física,5,2022-11-25,"$93,00",VINHO,,36,5,"$93,00",,4,1,2,"1,5",Recém-Chegados
641,58,Grado o superior,Geração X,NÂO,1,NÃO,"$52.074,00","$4.339,50",loja online,4,2022-10-19,"$119,00",VINHO,,72,4,"$119,00",,3,1,2,"1,5",Hibernando
8717,50,Posgrado,Geração X,SIM,1,NÃO,"$80.427,00","$6.702,25",loja online,19,2022-09-20,"$1.835,00",VINHO,,101,19,"$1.835,00",,3,4,4,4,Promissores
10314,77,Posgrado,Baby Boomers,SIM,0,SIM,"$83.837,00","$6.986,42",loja online,14,2022-08-08,"$1.318,00",VINHO,,143,14,"$1.318,00",,2,3,4,"3,5",Precisam de Atenção
10854,55,Posgrado,Geração X,SIM,2,NÃO,"$38.853,00","$3.237,75",loja física,5,2022-12-10,"$45,00",VINHO,,21,5,"$45,00",,4,1,1,1,Recém-Chegados
6935,74,Secundaria,Baby Boomers,SIM,0,NÃO,"$78.497,00","$6.541,42",loja física,17,2022-12-12,"$978,00",CARNES,,19,17,"$978,00",,4,4,3,"3,5",Leais de Ouro
7698,49,Posgrado,Geração X,SIM,1,NÃO,"$51.650,00","$4.304,17",loja online,8,2022-12-02,"$191,00",VINHO,,29,8,"$191,00",,4,2,2,2,Potenciais de Ouro
3559,37,Secundaria,Millennials,SIM,1,NÃO,"$16.248,00","$1.354,00",loja física,5,2022-08-25,"$57,00",VINHO,,126,5,"$57,00",,3,1,1,1,Hibernando
10562,79,Posgrado,Baby Boomers,SIM,0,NÃO,"$66.835,00","$5.569,58",loja física,19,2022-11-14,"$1.033,00",VINHO,,47,19,"$1.033,00",,4,4,3,"3,5",Leais de Ouro
10796,41,Posgrado,Millennials,SIM,1,NÃO,"$30.477,00","$2.539,75",loja física,4,2022-11-07,"$66,00",VINHO,,54,4,"$66,00",,4,1,1,1,Recém-Chegados
2563,64,Secundaria,Baby Boomers,SIM,0,NÃO,"$28.249,00","$2.354,08",loja física,5,2022-08-01,"$43,00",DOCES,,150,5,"$43,00",,2,1,1,1,Hibernando
3518,42,Grado o superior,Millennials,SIM,1,NÃO,"$25.271,00","$2.105,92",loja física,3,2021-04-27,"$50,00",CARNES,,604,3,"$50,00",,1,1,1,1,Hibernando
5823,55,Posgrado,Geração X,NÂO,1,NÃO,"$32.303,00","$2.691,92",loja física,5,2022-05-01,"$39,00",VINHO,,240,5,"$39,00",,1,1,1,1,Hibernando
3934,59,Grado o superior,Geração X,SIM,1,NÃO,"$61.286,00","$5.107,17",loja física,15,2022-09-19,"$608,00",VINHO,,102,15,"$608,00",,3,4,3,"3,5",Promissores
6982,49,Grado o superior,Geração X,SIM,0,NÃO,"$74.068,00","$6.172,33",loja física,13,2022-08-19,"$1.581,00",VINHO,,132,13,"$1.581,00",,2,3,4,"3,5",Precisam de Atenção
6431,61,Posgrado,Baby Boomers,SIM,2,NÃO,"$45.759,00","$3.813,25",loja física,5,2021-12-09,"$68,00",VINHO,,382,5,"$68,00",,1,1,1,1,Hibernando
9733,47,Secundaria,Geração X,SIM,1,NÃO,"$24.882,00","$2.073,50",loja física,3,2020-11-30,"$80,00",OUTROS,,750,3,"$80,00",,1,1,2,"1,5",Hibernando
5602,36,Posgrado,Millennials,SIM,0,NÃO,"$66.973,00","$5.581,08",loja física,20,2022-09-26,"$1.282,00",VINHO,,95,20,"$1.282,00",,3,4,4,4,Promissores
7829,125,Secundaria,Pré-Boomers,NÂO,1,NÃO,"$36.640,00","$3.053,33",loja online,4,2022-04-16,"$65,00",OUTROS,,255,4,"$65,00",,1,1,1,1,Hibernando
1324,37,Grado o superior,Millennials,SIM,1,NÃO,"$38.872,00","$3.239,33",loja online,6,2022-08-01,"$91,00",VINHO,,150,6,"$91,00",,2,2,2,2,Precisam de Atenção
326,52,Grado o superior,Geração X,SIM,2,NÃO,"$51.148,00","$4.262,33",loja física,11,2022-05-25,"$315,00",VINHO,,216,11,"$315,00",,2,3,2,"2,5",Precisam de Atenção
7224,48,Grado o superior,Geração X,SIM,2,NÃO,"$31.353,00","$2.612,75",loja física,3,2022-02-01,"$31,00",VINHO,,330,3,"$31,00",,1,1,1,1,Hibernando
6999,45,Posgrado,Geração X,SIM,0,NÃO,"$69.661,00","$5.805,08",loja física,19,2022-12-31,"$834,00",VINHO,,0,19,"$834,00",,4,4,3,"3,5",Leais de Ouro
9938,71,Grado o superior,Baby Boomers,SIM,0,NÃO,"$80.067,00","$6.672,25",loja física,10,2022-06-19,"$1.600,00",CARNES,,192,10,"$1.600,00",,2,2,4,3,Precisam de Atenção
6422,71,Grado o superior,Baby Boomers,SIM,0,NÃO,"$86.718,00","$7.226,50",loja online,10,2022-07-13,"$1.270,00",CARNES,,168,10,"$1.270,00",,2,2,4,3,Precisam de Atenção
3182,52,Posgrado,Geração X,NÂO,2,SIM,"$46.854,00","$3.904,50",loja online,8,2022-12-02,"$263,00",VINHO,,29,8,"$263,00",,4,2,2,2,Potenciais de Ouro
7300,73,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$69.142,00","$5.761,83",loja online,15,2022-11-22,"$535,00",VINHO,,39,15,"$535,00",,4,4,3,"3,5",Leais de Ouro
10424,57,Grado o superior,Geração X,NÂO,0,NÃO,"$75.922,00","$6.326,83",loja física,13,2022-12-15,"$1.295,00",CARNES,,16,13,"$1.295,00",,4,3,4,"3,5",Leais de Ouro
8727,47,Grado o superior,Geração X,NÂO,1,NÃO,"$63.693,00","$5.307,75",loja online,20,2022-10-12,"$1.150,00",VINHO,,79,20,"$1.150,00",,3,4,4,4,Promissores
2798,48,Posgrado,Geração X,SIM,0,SIM,"$102.160,00","$8.513,33",loja física,17,2022-08-02,"$1.240,00",VINHO,,149,17,"$1.240,00",,2,4,4,4,Precisam de Atenção
1030,60,Posgrado,Geração X,NÂO,2,NÃO,"$40.637,00","$3.386,42",loja física,4,2021-09-21,"$38,00",VINHO,,460,4,"$38,00",,1,1,1,1,Hibernando
5176,37,Grado o superior,Millennials,SIM,1,NÃO,"$29.604,00","$2.467,00",loja física,4,2022-09-26,"$53,00",OUTROS,,95,4,"$53,00",,3,1,1,1,Hibernando
5552,62,Posgrado,Baby Boomers,NÂO,2,NÃO,"$48.721,00","$4.060,08",loja física,9,2022-09-12,"$293,00",CARNES,,109,9,"$293,00",,3,2,2,2,Promissores
868,59,Grado o superior,Geração X,SIM,1,NÃO,"$44.794,00","$3.732,83",loja física,5,2022-11-02,"$65,00",VINHO,,59,5,"$65,00",,3,1,1,1,Hibernando
380,71,Grado o superior,Baby Boomers,NÂO,1,SIM,"$64.497,00","$5.374,75",loja online,20,2022-07-29,"$1.804,00",VINHO,,152,20,"$1.804,00",,2,4,4,4,Precisam de Atenção
2677,69,Grado o superior,Baby Boomers,SIM,1,NÃO,"$46.097,00","$3.841,42",loja física,9,2022-10-03,"$241,00",VINHO,,88,9,"$241,00",,3,2,2,2,Promissores
6521,71,Grado o superior,Baby Boomers,SIM,0,NÃO,"$77.972,00","$6.497,67",loja física,13,2022-11-27,"$1.101,00",VINHO,,34,13,"$1.101,00",,4,3,4,"3,5",Leais de Ouro
6927,57,Posgrado,Geração X,SIM,2,NÃO,"$44.377,00","$3.698,08",loja online,10,2022-01-10,"$264,00",VINHO,,351,10,"$264,00",,1,2,2,2,Precisam de Atenção
2877,51,Posgrado,Geração X,SIM,2,NÃO,"$46.014,00","$3.834,50",loja física,15,2022-09-26,"$541,00",VINHO,,95,15,"$541,00",,3,4,3,"3,5",Promissores
0,40,Grado o superior,Millennials,SIM,0,NÃO,"$70.951,00","$5.912,58",loja física,12,2022-09-09,"$1.198,00",CARNES,,112,12,"$1.198,00",,3,3,4,"3,5",Promissores
1584,48,Grado o superior,Geração X,SIM,1,NÃO,"$41.443,00","$3.453,58",loja online,13,2022-11-20,"$482,00",VINHO,,41,13,"$482,00",,4,3,3,3,Potenciais de Ouro
7264,47,Secundaria,Geração X,NÂO,3,NÃO,"$52.195,00","$4.349,58",loja física,3,2022-07-04,"$17,00",VINHO,,177,3,"$17,00",,2,1,1,1,Hibernando
6274,77,Posgrado,Baby Boomers,SIM,0,NÃO,"$83.790,00","$6.982,50",loja online,14,2022-11-25,"$1.615,00",VINHO,,36,14,"$1.615,00",,4,3,4,"3,5",Leais de Ouro
1377,71,Posgrado,Baby Boomers,NÂO,1,NÃO,"$44.551,00","$3.712,58",loja física,9,2022-12-02,"$285,00",VINHO,,29,9,"$285,00",,4,2,2,2,Potenciais de Ouro
454,45,Grado o superior,Geração X,SIM,1,NÃO,"$69.508,00","$5.792,33",loja online,22,2022-09-27,"$1.135,00",VINHO,,94,22,"$1.135,00",,3,4,4,4,Promissores
1755,37,Secundaria,Millennials,SIM,1,NÃO,"$45.204,00","$3.767,00",loja física,5,2022-09-13,"$114,00",VINHO,,108,5,"$114,00",,3,1,2,"1,5",Hibernando
2075,56,Grado o superior,Geração X,SIM,0,NÃO,"$72.460,00","$6.038,33",loja física,10,2022-09-12,"$1.047,00",CARNES,,109,10,"$1.047,00",,3,2,4,3,Promissores
4785,55,Posgrado,Geração X,SIM,2,NÃO,"$77.622,00","$6.468,50",loja física,17,2022-12-05,"$714,00",VINHO,,26,17,"$714,00",,4,4,3,"3,5",Leais de Ouro
9076,45,Posgrado,Geração X,SIM,1,NÃO,"$30.732,00","$2.561,00",loja online,8,2022-04-11,"$185,00",VINHO,,260,8,"$185,00",,1,2,2,2,Precisam de Atenção
7079,63,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$63.887,00","$5.323,92",loja física,21,2022-07-29,"$1.245,00",VINHO,,152,21,"$1.245,00",,2,4,4,4,Precisam de Atenção
4653,47,Grado o superior,Geração X,SIM,1,NÃO,"$42.011,00","$3.500,92",loja física,7,2022-10-10,"$189,00",VINHO,,81,7,"$189,00",,3,2,2,2,Promissores
7375,49,Grado o superior,Geração X,SIM,1,NÃO,"$51.369,00","$4.280,75",loja online,12,2022-04-15,"$576,00",VINHO,,256,12,"$576,00",,1,3,3,3,Precisam de Atenção
709,73,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$51.537,00","$4.294,75",loja física,13,2022-07-03,"$1.103,00",VINHO,,178,13,"$1.103,00",,2,3,4,"3,5",Precisam de Atenção
460,53,Posgrado,Geração X,SIM,0,NÃO,"$79.930,00","$6.660,83",loja física,11,2021-12-31,"$1.753,00",VINHO,,360,11,"$1.753,00",,1,3,4,"3,5",Precisam de Atenção
3726,39,Posgrado,Millennials,SIM,1,NÃO,"$34.320,00","$2.860,00",loja física,3,2022-12-29,"$17,00",CARNES,,2,3,"$17,00",,4,1,1,1,Recém-Chegados
6798,59,Grado o superior,Geração X,NÂO,2,SIM,"$37.070,00","$3.089,17",loja física,13,2022-09-20,"$433,00",VINHO,,101,13,"$433,00",,3,3,3,3,Promissores
5341,63,Secundaria,Baby Boomers,NÂO,1,NÃO,"$81.975,00","$6.831,25",loja online,10,2022-05-14,"$1.588,00",VINHO,,227,10,"$1.588,00",,2,2,4,3,Precisam de Atenção
1606,54,Grado o superior,Geração X,SIM,1,NÃO,"$38.590,00","$3.215,83",loja física,3,2021-06-04,"$22,00",CARNES,,567,3,"$22,00",,1,1,1,1,Hibernando
9617,74,Grado o superior,Baby Boomers,NÂO,0,NÃO,"$15.033,00","$1.252,75",loja física,4,2022-12-08,"$19,00",PEIXES,,23,4,"$19,00",,4,1,1,1,Recém-Chegados
3233,60,Posgrado,Geração X,SIM,1,NÃO,"$62.745,00","$5.228,75",loja física,18,2022-05-13,"$1.117,00",VINHO,,228,18,"$1.117,00",,2,4,4,4,Precisam de Atenção
89,50,Secundaria,Geração X,SIM,1,NÃO,"$22.212,00","$1.851,00",loja física,6,2022-07-17,"$69,00",OUTROS,,164,6,"$69,00",,2,2,1,"1,5",Hibernando
2936,43,Posgrado,Millennials,SIM,1,NÃO,"$23.661,00","$1.971,75",loja física,4,2022-12-08,"$23,00",VINHO,,23,4,"$23,00",,4,1,1,1,Recém-Chegados
9449,67,Posgrado,Baby Boomers,NÂO,1,NÃO,"$79.761,00","$6.646,75",loja física,16,2022-07-08,"$605,00",VINHO,,173,16,"$605,00",,2,4,3,"3,5",Precisam de Atenção
7297,52,Grado o superior,Geração X,NÂO,1,NÃO,"$7.500,00","$625,00",loja online,6,2022-05-22,"$57,00",OUTROS,,219,6,"$57,00",,2,2,1,"1,5",Hibernando
11004,132,Secundaria,Pré-Boomers,NÂO,1,NÃO,"$60.182,00","$5.015,17",loja física,3,2022-07-12,"$22,00",VINHO,,169,3,"$22,00",,2,1,1,1,Hibernando
313,57,Grado o superior,Geração X,NÂO,0,NÃO,"$73.455,00","$6.121,25",loja física,16,2022-10-06,"$2.088,00",VINHO,,85,16,"$2.088,00",,3,4,4,4,Promissores
9940,67,Grado o superior,Baby Boomers,SIM,1,NÃO,"$64.961,00","$5.413,42",loja online,10,2022-08-24,"$1.009,00",VINHO,,127,10,"$1.009,00",,3,2,3,"2,5",Promissores
10735,54,Grado o superior,Geração X,NÂO,1,NÃO,"$22.804,00","$1.900,33",loja online,4,2021-09-25,"$26,00",VINHO,,456,4,"$26,00",,1,1,1,1,Hibernando
9529,35,Grado o superior,Millennials,SIM,0,SIM,"$73.687,00","$6.140,58",loja física,12,2022-12-03,"$1.627,00",VINHO,,28,12,"$1.627,00",,4,3,4,"3,5",Leais de Ouro
6439,67,Grado o superior,Baby Boomers,SIM,1,NÃO,"$61.074,00","$5.089,50",loja online,19,2022-03-19,"$1.102,00",VINHO,,282,19,"$1.102,00",,1,4,4,4,Precisam de Atenção
7411,61,Posgrado,Baby Boomers,SIM,2,NÃO,"$31.686,00","$2.640,50",loja física,4,2022-11-11,"$17,00",VINHO,,50,4,"$17,00",,4,1,1,1,Recém-Chegados
2176,53,Grado o superior,Geração X,SIM,1,SIM,"$80.134,00","$6.677,83",loja física,11,2022-08-06,"$1.690,00",VINHO,,145,11,"$1.690,00",,2,3,4,"3,5",Precisam de Atenção
9265,72,Grado o superior,Baby Boomers,SIM,1,NÃO,"$75.027,00","$6.252,25",loja online,15,2022-08-21,"$1.390,00",VINHO,,130,15,"$1.390,00",,3,4,4,4,Promissores
8867,37,Posgrado,Millennials,SIM,0,NÃO,"$67.546,00","$5.628,83",loja física,9,2022-04-04,"$2.126,00",VINHO,,267,9,"$2.126,00",,1,2,4,3,Precisam de Atenção
8932,56,Posgrado,Geração X,SIM,1,NÃO,"$65.176,00","$5.431,33",loja online,15,2022-04-01,"$1.531,00",VINHO,,270,15,"$1.531,00",,1,4,4,4,Precisam de Atenção
10236,50,Posgrado,Geração X,NÂO,1,NÃO,"$31.160,00","$2.596,67",loja física,5,2022-09-28,"$64,00",CARNES,,93,5,"$64,00",,3,1,1,1,Hibernando
6340,40,Grado o superior,Millennials,NÂO,1,NÃO,"$29.938,00","$2.494,83",loja física,4,2022-02-01,"$26,00",OUTROS,,330,4,"$26,00",,1,1,1,1,Hibernando
10089,51,Grado o superior,Geração X,NÂO,0,SIM,"$102.692,00","$8.557,67",loja física,19,2022-10-25,"$1.112,00",CARNES,,66,19,"$1.112,00",,3,4,4,4,Promissores
2227,67,Secundaria,Baby Boomers,SIM,0,NÃO,"$26.490,00","$2.207,50",loja física,8,2022-04-03,"$210,00",CARNES,,268,8,"$210,00",,1,2,2,2,Precisam de Atenção
10992,58,Grado o superior,Geração X,SIM,2,NÃO,"$75.702,00","$6.308,50",loja física,15,2022-09-04,"$1.148,00",VINHO,,117,15,"$1.148,00",,3,4,4,4,Promissores
5304,51,Posgrado,Geração X,NÂO,1,NÃO,"$30.899,00","$2.574,92",loja física,4,2021-08-04,"$33,00",VINHO,,507,4,"$33,00",,1,1,1,1,Hibernando
309,64,Posgrado,Baby Boomers,SIM,1,NÃO,"$63.342,00","$5.278,50",loja online,13,2022-08-26,"$1.101,00",VINHO,,125,13,"$1.101,00",,3,3,4,"3,5",Promissores
3406,61,Grado o superior,Baby Boomers,NÂO,1,NÃO,"$45.989,00","$3.832,42",loja física,10,2022-04-22,"$322,00",VINHO,,249,10,"$322,00",,1,2,2,2,Precisam de Atenção
2661,61,Grado o superior,Baby Boomers,NÂO,2,NÃO,"$18.701,00","$1.558,42",loja física,6,2022-11-26,"$44,00",VINHO,,35,6,"$44,00",,4,2,1,"1,5",Recém-Chegados
3153,68,Posgrado,Baby Boomers,NÂO,3,NÃO,"$40.737,00","$3.394,75",loja física,3,2022-04-04,"$17,00",VINHO,,267,3,"$17,00",,1,1,1,1,Hibernando
10264,46,Grado o superior,Geração X,NÂO,1,SIM,"$15.287,00","$1.273,92",loja física,3,2020-12-28,"$31,00",OUTROS,,723,3,"$31,00",,1,1,1,1,Hibernando
1184,57,Posgrado,Geração X,NÂO,2,NÃO,"$69.674,00","$5.806,17",loja online,20,2022-09-20,"$845,00",VINHO,,101,20,"$845,00",,3,4,3,"3,5",Promissores
4200,55,Posgrado,Geração X,SIM,1,NÃO,"$44.159,00","$3.679,92",loja física,10,2022-12-28,"$275,00",VINHO,,3,10,"$275,00",,4,2,2,2,Potenciais de Ouro
9396,47,Posgrado,Geração X,SIM,1,NÃO,"$37.717,00","$3.143,08",loja física,3,2021-10-14,"$25,00",VINHO,,437,3,"$25,00",,1,1,1,1,Hibernando
2387,73,Posgrado,Baby Boomers,SIM,2,SIM,"$43.776,00","$3.648,00",loja online,9,2022-09-15,"$275,00",VINHO,,106,9,"$275,00",,3,2,2,2,Promissores
6690,59,Posgrado,Geração X,SIM,2,NÃO,"$38.179,00","$3.181,58",loja online,6,2022-03-03,"$90,00",VINHO,,298,6,"$90,00",,1,2,2,2,Precisam de Atenção
1225,62,Grado o superior,Baby Boomers,SIM,0,NÃO,"$80.124,00","$6.677,00",loja física,11,2022-12-21,"$1.495,00",VINHO,,10,11,"$1.495,00",,4,3,4,"3,5",Leais de Ouro
9703,55,Posgrado,Geração X,SIM,2,SIM,"$38.097,00","$3.174,75",loja online,5,2021-10-24,"$184,00",VINHO,,427,5,"$184,00",,1,1,2,"1,5",Hibernando
291,55,Grado o superior,Geração X,SIM,0,NÃO,"$72.940,00","$6.078,33",loja física,9,2022-11-01,"$981,00",CARNES,,60,9,"$981,00",,3,2,3,"2,5",Promissores
4557,55,Grado o superior,Geração X,SIM,1,NÃO,"$22.070,00","$1.839,17",loja online,4,2022-11-04,"$67,00",OUTROS,,57,4,"$67,00",,3,1,1,1,Hibernando
2379,72,Grado o superior,Baby Boomers,NÂO,0,SIM,"$69.267,00","$5.772,25",loja física,8,2022-02-10,"$1.635,00",VINHO,,321,8,"$1.635,00",,1,2,4,3,Precisam de Atenção
5726,42,Posgrado,Millennials,NÂO,1,NÃO,"$31.788,00","$2.649,00",loja física,7,2022-11-25,"$60,00",CARNES,,36,7,"$60,00",,4,2,1,"1,5",Recém-Chegados
3066,50,Posgrado,Geração X,SIM,1,NÃO,"$61.905,00","$5.158,75",loja online,8,2022-12-26,"$231,00",VINHO,,5,8,"$231,00",,4,2,2,2,Potenciais de Ouro
6336,65,Grado o superior,Baby Boomers,SIM,2,NÃO,"$29.315,00","$2.442,92",loja física,6,2022-09-18,"$48,00",CARNES,,103,6,"$48,00",,3,2,1,"1,5",Hibernando
10967,62,Grado o superior,Baby Boomers,NÂO,2,NÃO,"$33.378,00","$2.781,50",loja física,6,2022-07-26,"$99,00",CARNES,,155,6,"$99,00",,2,2,2,2,Precisam de Atenção
2304,62,Posgrado,Baby Boomers,SIM,1,NÃO,"$66.313,00","$5.526,08",loja física,18,2022-07-13,"$770,00",VINHO,,168,18,"$770,00",,2,4,3,"3,5",Precisam de Atenção
3445,69,Grado o superior,Baby Boomers,NÂO,0,SIM,"$60.714,00","$5.059,50",loja física,17,2022-10-08,"$957,00",CARNES,,83,17,"$957,00",,3,4,3,"3,5",Promissores
7828,44,Posgrado,Millennials,SIM,0,NÃO,"$77.882,00","$6.490,17",loja física,8,2022-12-19,"$818,00",CARNES,,12,8,"$818,00",,4,2,3,"2,5",Potenciais de Ouro
3762,39,Posgrado,Millennials,NÂO,0,SIM,"$69.867,00","$5.822,25",loja física,11,2022-09-27,"$925,00",CARNES,,94,11,"$925,00",,3,3,3,3,Promissores
4391,57,Posgrado,Geração X,NÂO,1,NÃO,"$63.841,00","$5.320,08",loja online,18,2022-10-08,"$908,00",VINHO,,83,18,"$908,00",,3,4,3,"3,5",Promissores
4669,44,Secundaria,Millennials,SIM,1,NÃO,"$24.480,00","$2.040,00",loja física,7,2022-07-06,"$102,00",PEIXES,,175,7,"$102,00",,2,2,2,2,Precisam de Atenção
10144,49,Grado o superior,Geração X,SIM,1,NÃO,"$51.369,00","$4.280,75",loja online,12,2022-07-23,"$576,00",VINHO,,158,12,"$576,00",,2,3,3,3,Precisam de Atenção
8652,79,Grado o superior,Baby Boomers,SIM,0,NÃO,"$37.760,00","$3.146,67",loja física,10,2022-01-23,"$317,00",PEIXES,,338,10,"$317,00",,1,2,2,2,Precisam de Atenção
1672,51,Posgrado,Geração X,SIM,1,NÃO,"$65.640,00","$5.470,00",loja física,13,2022-12-21,"$461,00",VINHO,,10,13,"$461,00",,4,3,3,3,Potenciais de Ouro
8962,50,Posgrado,Geração X,SIM,2,NÃO,"$44.319,00","$3.693,25",loja física,5,2022-10-06,"$37,00",VINHO,,85,5,"$37,00",,3,1,1,1,Hibernando
9974,51,Grado o superior,Geração X,SIM,1,NÃO,"$30.631,00","$2.552,58",loja online,5,2022-06-01,"$70,00",CARNES,,210,5,"$70,00",,2,1,2,"1,5",Hibernando
10983,73,Grado o superior,Baby Boomers,SIM,0,NÃO,"$75.278,00","$6.273,17",loja física,19,2022-08-17,"$930,00",VINHO,,134,19,"$930,00",,2,4,3,"3,5",Precisam de Atenção
8148,69,Posgrado,Baby Boomers,SIM,2,NÃO,"$50.898,00","$4.241,50",loja física,18,2022-09-03,"$859,00",VINHO,,118,18,"$859,00",,3,4,3,"3,5",Promissores
